"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 21 08:15:25 UTC 2026","Sat Mar 21 08:15:38 UTC 2026","12426","TestSuite","Tests","tests.GoogleSearchTest","tests.GoogleSearchTest","testGoogleSearch","testGoogleSearch",""
